"","Invoice","InvoiceDate","InvoiceTotal","Country","CountryCount","CountryMean"
"7795","510673",40331.6673611111,17.75,"United Kingdom",17612,421.005902963888
"7796","510675",40331.6805555556,609.62,"United Kingdom",17612,421.005902963888
"7797","510678",40332.3673611111,1352.24,"United Kingdom",17612,421.005902963888
"7798","510679",40332.3680555556,356.8,"United Kingdom",17612,421.005902963888
"7799","510680",40332.36875,126.6,"United Kingdom",17612,421.005902963888
"7800","510681",40332.3791666667,301.74,"United Kingdom",17612,421.005902963888
"7801","510682",40332.3951388889,652.17,"United Kingdom",17612,421.005902963888
"7802","510683",40332.3951388889,447.02,"France",236,619.55686440678
"7803","510684",40332.3958333333,90,"United Kingdom",17612,421.005902963888
"7804","510685",40332.4125,302.3,"United Kingdom",17612,421.005902963888
"7805","510697",40332.4243055556,86.38,"United Kingdom",17612,421.005902963888
"7806","510724",40332.4340277778,179.75,"United Kingdom",17612,421.005902963888
"7807","510725",40332.4347222222,1740.8,"Netherlands",135,1991.00740740741
"7808","510726",40332.4347222222,351.9,"United Kingdom",17612,421.005902963888
"7809","510727",40332.4361111111,2831.82,"Netherlands",135,1991.00740740741
"7810","510728",40332.4368055556,307.72,"United Kingdom",17612,421.005902963888
"7811","510729",40332.4423611111,103.56,"United Kingdom",17612,421.005902963888
"7812","510731",40332.4520833333,344.4,"United Kingdom",17612,421.005902963888
"7813","510733",40332.4666666667,1686.41,"United Kingdom",17612,421.005902963888
"7814","510734",40332.4729166667,173.48,"United Kingdom",17612,421.005902963888
"7815","510735",40332.4826388889,433.38,"United Kingdom",17612,421.005902963888
"7816","510737",40332.4888888889,752.44,"United Kingdom",17612,421.005902963888
"7817","510738",40332.4888888889,198.33,"United Kingdom",17612,421.005902963888
"7818","510740",40332.4930555556,52.08,"United Kingdom",17612,421.005902963888
"7819","510741",40332.5013888889,217.54,"United Kingdom",17612,421.005902963888
"7820","510742",40332.5145833333,682.56,"United Kingdom",17612,421.005902963888
"7821","510743",40332.5208333333,589.06,"EIRE",316,1126.85193037975
"7822","510744",40332.5236111111,300.35,"EIRE",316,1126.85193037975
"7823","510745",40332.525,291.25,"United Kingdom",17612,421.005902963888
"7824","510753",40332.5263888889,891.03,"United Kingdom",17612,421.005902963888
"7825","510757",40332.5354166667,489.26,"Belgium",52,472.251538461538
"7826","510761",40332.54375,65.05,"United Kingdom",17612,421.005902963888
"7827","510762",40332.5458333333,336.4,"United Kingdom",17612,421.005902963888
"7828","510763",40332.5472222222,103.5,"United Kingdom",17612,421.005902963888
"7829","510767",40332.5597222222,280.61,"United Kingdom",17612,421.005902963888
"7830","510769",40332.5611111111,59.8,"United Kingdom",17612,421.005902963888
"7831","510770",40332.5618055556,30,"United Kingdom",17612,421.005902963888
"7832","510773",40332.6,117.44,"United Kingdom",17612,421.005902963888
"7833","510775",40332.6138888889,1130.4,"EIRE",316,1126.85193037975
"7834","510776",40332.6138888889,124.82,"United Kingdom",17612,421.005902963888
"7835","510777",40332.6229166667,978.24,"United Kingdom",17612,421.005902963888
"7836","510779",40332.6270833333,190.5,"United Kingdom",17612,421.005902963888
"7837","510780",40332.6284722222,190.5,"United Kingdom",17612,421.005902963888
"7838","510781",40332.6368055556,139.01,"United Kingdom",17612,421.005902963888
"7839","510782",40332.6451388889,339.6,"France",236,619.55686440678
"7840","510783",40332.6520833333,674.33,"United Kingdom",17612,421.005902963888
"7841","510784",40332.6583333333,195.3,"United Kingdom",17612,421.005902963888
"7842","510786",40332.6597222222,382.41,"United Kingdom",17612,421.005902963888
"7843","510785",40332.6597222222,110,"United Kingdom",17612,421.005902963888
"7844","510788",40332.6722222222,121.11,"United Kingdom",17612,421.005902963888
"7845","510790",40332.6784722222,4.2,"United Kingdom",17612,421.005902963888
"7846","510792",40332.6895833333,383.67,"United Kingdom",17612,421.005902963888
"7847","510795",40332.6979166667,164.33,"United Kingdom",17612,421.005902963888
"7848","510796",40332.7027777778,244.02,"United Kingdom",17612,421.005902963888
"7849","510797",40332.71875,506.19,"United Kingdom",17612,421.005902963888
"7850","510798",40332.7229166667,490.38,"United Kingdom",17612,421.005902963888
"7851","510799",40332.73125,4.95,"United Kingdom",17612,421.005902963888
"7852","510801",40332.7451388889,301.94,"United Kingdom",17612,421.005902963888
"7853","510802",40332.7465277778,8.95,"United Kingdom",17612,421.005902963888
"7854","510805",40332.7923611111,264.2,"United Kingdom",17612,421.005902963888
"7855","510806",40332.7951388889,1657.38,"United Kingdom",17612,421.005902963888
"7856","510814",40332.8083333333,117.15,"United Kingdom",17612,421.005902963888
"7857","510819",40332.8243055556,723.55,"United Kingdom",17612,421.005902963888
"7858","510824",40332.83125,15,"France",236,619.55686440678
"7859","510838",40333.3680555556,260.85,"United Kingdom",17612,421.005902963888
"7860","510839",40333.3722222222,232.55,"United Kingdom",17612,421.005902963888
"7861","510901",40333.4236111111,125.3,"United Kingdom",17612,421.005902963888
"7862","510932",40333.4375,97.5,"United Kingdom",17612,421.005902963888
"7863","510936",40333.4409722222,620.6,"Germany",347,583.271818443804
"7864","510942",40333.4423611111,300.47,"United Kingdom",17612,421.005902963888
"7865","510962",40333.4597222222,537.91,"United Kingdom",17612,421.005902963888
"7866","510963",40333.4597222222,2.5,"United Kingdom",17612,421.005902963888
"7867","510964",40333.4805555556,182.64,"United Kingdom",17612,421.005902963888
"7868","510965",40333.4840277778,2036.7,"United Kingdom",17612,421.005902963888
"7869","510966",40333.4847222222,244.88,"France",236,619.55686440678
"7870","510968",40333.4909722222,92.3,"United Kingdom",17612,421.005902963888
"7871","510969",40333.4930555556,73.6,"United Kingdom",17612,421.005902963888
"7872","510984",40333.5222222222,337.88,"United Kingdom",17612,421.005902963888
"7873","510985",40333.5243055556,398.4,"United Kingdom",17612,421.005902963888
"7874","510986",40333.5256944444,399.55,"United Kingdom",17612,421.005902963888
"7875","510987",40333.5347222222,318.49,"United Kingdom",17612,421.005902963888
"7876","510988",40333.5354166667,326.88,"United Kingdom",17612,421.005902963888
"7877","510989",40333.5375,113.9,"United Kingdom",17612,421.005902963888
"7878","510990",40333.5423611111,61.2,"United Kingdom",17612,421.005902963888
"7879","510992",40333.5569444444,319,"United Kingdom",17612,421.005902963888
"7880","510993",40333.5743055556,314.66,"United Kingdom",17612,421.005902963888
"7881","510994",40333.5791666667,1675.52,"United Kingdom",17612,421.005902963888
"7882","510995",40333.5916666667,340.57,"United Kingdom",17612,421.005902963888
"7883","510996",40333.6,280.8,"United Kingdom",17612,421.005902963888
"7884","510997",40333.6055555556,375.79,"United Kingdom",17612,421.005902963888
"7885","510998",40333.6090277778,304.25,"United Kingdom",17612,421.005902963888
"7886","511003",40333.61875,148.5,"United Kingdom",17612,421.005902963888
"7887","511013",40333.6270833333,310.51,"United Kingdom",17612,421.005902963888
"7888","511017",40333.65625,39.75,"United Kingdom",17612,421.005902963888
"7889","511019",40333.6659722222,312.5,"United Kingdom",17612,421.005902963888
"7890","511020",40333.6673611111,131.7,"United Kingdom",17612,421.005902963888
"7891","511023",40333.7090277778,117.33,"United Kingdom",17612,421.005902963888
"7892","511025",40335.4090277778,307.28,"United Kingdom",17612,421.005902963888
"7893","511026",40335.4340277778,630.78,"United Kingdom",17612,421.005902963888
"7894","511027",40335.4375,513.26,"United Kingdom",17612,421.005902963888
"7895","511029",40335.4416666667,311.66,"United Kingdom",17612,421.005902963888
"7896","511030",40335.44375,145.35,"United Kingdom",17612,421.005902963888
"7897","511032",40335.4548611111,102,"United Kingdom",17612,421.005902963888
"7898","511033",40335.4555555556,496.95,"United Kingdom",17612,421.005902963888
"7899","511034",40335.4555555556,290.5,"United Kingdom",17612,421.005902963888
"7900","511035",40335.45625,708.55,"United Kingdom",17612,421.005902963888
"7901","511037",40335.4625,155.15,"United Kingdom",17612,421.005902963888
"7902","511038",40335.4659722222,1319.53,"United Kingdom",17612,421.005902963888
"7903","511039",40335.4715277778,1078.05,"United Kingdom",17612,421.005902963888
"7904","511040",40335.4722222222,262,"United Kingdom",17612,421.005902963888
"7905","511041",40335.4729166667,372.03,"United Kingdom",17612,421.005902963888
"7906","511042",40335.4736111111,179.6,"United Kingdom",17612,421.005902963888
"7907","511044",40335.4763888889,85.8,"United Kingdom",17612,421.005902963888
"7908","511045",40335.4791666667,85.73,"United Kingdom",17612,421.005902963888
"7909","511046",40335.4826388889,421.34,"United Kingdom",17612,421.005902963888
"7910","511047",40335.4847222222,158.12,"United Kingdom",17612,421.005902963888
"7911","511048",40335.4847222222,12.5,"United Kingdom",17612,421.005902963888
"7912","511050",40335.5048611111,328.94,"United Kingdom",17612,421.005902963888
"7913","511051",40335.5090277778,1680.47,"United Kingdom",17612,421.005902963888
"7914","511052",40335.5104166667,895.13,"United Kingdom",17612,421.005902963888
"7915","511053",40335.5111111111,295.4,"United Kingdom",17612,421.005902963888
"7916","511055",40335.5111111111,648.99,"United Kingdom",17612,421.005902963888
"7917","511056",40335.5118055556,187.2,"United Kingdom",17612,421.005902963888
"7918","511057",40335.5166666667,557.3,"United Kingdom",17612,421.005902963888
"7919","511058",40335.5180555556,224.4,"United Kingdom",17612,421.005902963888
"7920","511059",40335.51875,286.04,"United Kingdom",17612,421.005902963888
"7921","511060",40335.5270833333,330.93,"United Kingdom",17612,421.005902963888
"7922","511061",40335.5277777778,152,"United Kingdom",17612,421.005902963888
"7923","511062",40335.5284722222,904.3,"United Kingdom",17612,421.005902963888
"7924","511063",40335.53125,343.26,"United Kingdom",17612,421.005902963888
"7925","511064",40335.5319444444,422.84,"United Kingdom",17612,421.005902963888
"7926","511065",40335.5361111111,247.31,"United Kingdom",17612,421.005902963888
"7927","511066",40335.5409722222,347.49,"United Kingdom",17612,421.005902963888
"7928","511067",40335.5458333333,291.2,"United Kingdom",17612,421.005902963888
"7929","511068",40335.5493055556,415.31,"United Kingdom",17612,421.005902963888
"7930","511069",40335.5569444444,242.13,"United Kingdom",17612,421.005902963888
"7931","511070",40335.5597222222,373.53,"United Kingdom",17612,421.005902963888
"7932","511071",40335.5604166667,125.35,"United Kingdom",17612,421.005902963888
"7933","511072",40335.5666666667,289.44,"United Kingdom",17612,421.005902963888
"7934","511073",40335.5708333333,304.85,"United Kingdom",17612,421.005902963888
"7935","511074",40335.5729166667,137.59,"United Kingdom",17612,421.005902963888
"7936","511075",40335.5743055556,323.8,"United Kingdom",17612,421.005902963888
"7937","511076",40335.575,13.92,"United Kingdom",17612,421.005902963888
"7938","511077",40335.5763888889,143.87,"United Kingdom",17612,421.005902963888
"7939","511078",40335.5777777778,291.75,"United Kingdom",17612,421.005902963888
"7940","511079",40335.5784722222,36.9,"United Kingdom",17612,421.005902963888
"7941","511080",40335.5840277778,200.36,"United Kingdom",17612,421.005902963888
"7942","511081",40335.5868055556,286.71,"United Kingdom",17612,421.005902963888
"7943","511082",40335.5902777778,209.48,"United Kingdom",17612,421.005902963888
"7944","511083",40335.5944444444,1081.33,"Germany",347,583.271818443804
"7945","511084",40335.5951388889,368.83,"United Kingdom",17612,421.005902963888
"7946","511085",40335.5958333333,8.4,"United Kingdom",17612,421.005902963888
"7947","511086",40335.6118055556,101.74,"United Kingdom",17612,421.005902963888
"7948","511087",40335.6256944444,452,"United Kingdom",17612,421.005902963888
"7949","511089",40335.6270833333,411.68,"United Kingdom",17612,421.005902963888
"7950","511090",40335.6298611111,184.35,"United Kingdom",17612,421.005902963888
"7951","511091",40335.6354166667,198.36,"United Kingdom",17612,421.005902963888
"7952","511092",40335.6375,326.85,"United Kingdom",17612,421.005902963888
"7953","511093",40335.6402777778,741.52,"United Kingdom",17612,421.005902963888
"7954","511094",40335.6472222222,299.58,"United Kingdom",17612,421.005902963888
"7955","511095",40335.6576388889,1153.49,"United Kingdom",17612,421.005902963888
"7956","511096",40335.6590277778,573.86,"France",236,619.55686440678
"7957","511097",40335.6618055556,335.18,"United Kingdom",17612,421.005902963888
"7958","511098",40335.6618055556,32.4,"United Kingdom",17612,421.005902963888
"7959","511099",40335.6673611111,242.06,"United Kingdom",17612,421.005902963888
"7960","511100",40336.3590277778,1558.65,"United Kingdom",17612,421.005902963888
"7961","511101",40336.3597222222,443.3,"United Kingdom",17612,421.005902963888
"7962","511102",40336.3618055556,170.8,"United Kingdom",17612,421.005902963888
"7963","511103",40336.3625,90,"United Kingdom",17612,421.005902963888
"7964","511104",40336.4006944444,162.8,"United Kingdom",17612,421.005902963888
"7965","511105",40336.4006944444,1286.18,"Germany",347,583.271818443804
"7966","511106",40336.4048611111,380.86,"United Kingdom",17612,421.005902963888
"7967","511107",40336.4090277778,292.8,"United Kingdom",17612,421.005902963888
"7968","511109",40336.4131944444,5368.86,"United Kingdom",17612,421.005902963888
"7969","511110",40336.41875,387.94,"United Kingdom",17612,421.005902963888
"7970","511111",40336.4201388889,141.5,"United Kingdom",17612,421.005902963888
"7971","511112",40336.4236111111,351.24,"United Kingdom",17612,421.005902963888
"7972","511113",40336.4333333333,664.24,"United Kingdom",17612,421.005902963888
"7973","511114",40336.4423611111,211.92,"United Kingdom",17612,421.005902963888
"7974","511115",40336.44375,309.55,"United Kingdom",17612,421.005902963888
"7975","511117",40336.4451388889,507.65,"Germany",347,583.271818443804
"7976","511118",40336.4458333333,386.65,"Germany",347,583.271818443804
"7977","511119",40336.4506944444,238.14,"United Kingdom",17612,421.005902963888
"7978","511121",40336.4527777778,125.4,"Germany",347,583.271818443804
"7979","511123",40336.4555555556,446.49,"United Kingdom",17612,421.005902963888
"7980","511125",40336.4576388889,81.45,"United Kingdom",17612,421.005902963888
"7981","511126",40336.4576388889,131.4,"United Kingdom",17612,421.005902963888
"7982","511132",40336.4743055556,197.32,"United Kingdom",17612,421.005902963888
"7983","511133",40336.4756944444,139.55,"United Kingdom",17612,421.005902963888
"7984","511134",40336.4805555556,163.7,"United Kingdom",17612,421.005902963888
"7985","511135",40336.4819444444,511.04,"United Kingdom",17612,421.005902963888
"7986","511136",40336.4847222222,256.6,"United Kingdom",17612,421.005902963888
"7987","511137",40336.4909722222,198.95,"United Kingdom",17612,421.005902963888
"7988","511159",40336.5006944444,299.49,"United Kingdom",17612,421.005902963888
"7989","511160",40336.5006944444,291.33,"United Kingdom",17612,421.005902963888
"7990","511161",40336.5006944444,15.3,"United Kingdom",17612,421.005902963888
"7991","511164",40336.5013888889,3610.5,"United Kingdom",17612,421.005902963888
"7992","511166",40336.5020833333,147.9,"United Kingdom",17612,421.005902963888
"7993","511174",40336.5055555556,458.25,"United Kingdom",17612,421.005902963888
"7994","511177",40336.50625,328.17,"United Kingdom",17612,421.005902963888
"7995","511176",40336.50625,3610.5,"United Kingdom",17612,421.005902963888
"7996","511179",40336.5069444444,37.3,"United Kingdom",17612,421.005902963888
"7997","511185",40336.5083333333,118.3,"United Kingdom",17612,421.005902963888
"7998","511204",40336.5118055556,269.25,"United Kingdom",17612,421.005902963888
"7999","511209",40336.5125,203.51,"United Kingdom",17612,421.005902963888
"8000","511217",40336.5145833333,328.3,"United Kingdom",17612,421.005902963888
"8001","511218",40336.5152777778,19.8,"United Kingdom",17612,421.005902963888
"8002","511236",40336.5201388889,122.35,"United Kingdom",17612,421.005902963888
"8003","511233",40336.5201388889,691.4,"United Kingdom",17612,421.005902963888
"8004","511239",40336.5215277778,305.53,"United Kingdom",17612,421.005902963888
"8005","511242",40336.5229166667,633.76,"United Kingdom",17612,421.005902963888
"8006","511247",40336.5243055556,322.63,"United Kingdom",17612,421.005902963888
"8007","511251",40336.5256944444,196.1,"United Kingdom",17612,421.005902963888
"8008","511259",40336.5291666667,195.77,"United Kingdom",17612,421.005902963888
"8009","511262",40336.5298611111,403.4,"United Kingdom",17612,421.005902963888
"8010","511265",40336.5340277778,409.74,"United Kingdom",17612,421.005902963888
"8011","511266",40336.5354166667,288.4,"United Kingdom",17612,421.005902963888
"8012","511267",40336.5409722222,384.05,"United Kingdom",17612,421.005902963888
"8013","511269",40336.5430555556,870.3,"United Kingdom",17612,421.005902963888
"8014","511270",40336.54375,782.9,"United Kingdom",17612,421.005902963888
"8015","511271",40336.54375,455.57,"United Kingdom",17612,421.005902963888
"8016","511273",40336.5479166667,29.49,"United Kingdom",17612,421.005902963888
"8017","511274",40336.5597222222,152.1,"United Kingdom",17612,421.005902963888
"8018","511276",40336.5618055556,163.42,"United Kingdom",17612,421.005902963888
"8019","511277",40336.5645833333,3175.5,"United Kingdom",17612,421.005902963888
"8020","511278",40336.5708333333,90.96,"United Kingdom",17612,421.005902963888
"8021","511279",40336.5784722222,308.22,"United Kingdom",17612,421.005902963888
"8022","511280",40336.5861111111,678.75,"United Kingdom",17612,421.005902963888
"8023","511281",40336.5965277778,451.56,"United Kingdom",17612,421.005902963888
"8024","511283",40336.6,476.36,"United Kingdom",17612,421.005902963888
"8025","511284",40336.6104166667,238.69,"United Kingdom",17612,421.005902963888
"8026","511285",40336.6152777778,248.8,"United Kingdom",17612,421.005902963888
"8027","511286",40336.6159722222,57.8,"United Kingdom",17612,421.005902963888
"8028","511287",40336.6159722222,552.9,"United Kingdom",17612,421.005902963888
"8029","511289",40336.6166666667,252.22,"United Kingdom",17612,421.005902963888
"8030","511288",40336.6166666667,51,"United Kingdom",17612,421.005902963888
"8031","511290",40336.6194444444,587.87,"United Kingdom",17612,421.005902963888
"8032","511291",40336.6201388889,121.54,"United Kingdom",17612,421.005902963888
"8033","511292",40336.6215277778,142.45,"United Kingdom",17612,421.005902963888
"8034","511294",40336.6277777778,92.3,"United Kingdom",17612,421.005902963888
"8035","511295",40336.6284722222,287.12,"United Kingdom",17612,421.005902963888
"8036","511296",40336.6305555556,13.52,"United Kingdom",17612,421.005902963888
"8037","511297",40336.6333333333,168.4,"United Kingdom",17612,421.005902963888
"8038","511298",40336.6347222222,368.51,"United Kingdom",17612,421.005902963888
"8039","511299",40336.6451388889,7.95,"United Kingdom",17612,421.005902963888
"8040","511300",40336.6465277778,392.27,"United Kingdom",17612,421.005902963888
"8041","511301",40336.6472222222,148.07,"United Kingdom",17612,421.005902963888
"8042","511302",40336.6520833333,118,"United Kingdom",17612,421.005902963888
"8043","511303",40336.6527777778,143.19,"United Kingdom",17612,421.005902963888
"8044","511304",40336.6576388889,273.49,"United Kingdom",17612,421.005902963888
"8045","511305",40336.6604166667,158.4,"United Kingdom",17612,421.005902963888
"8046","511306",40336.6645833333,602.43,"United Kingdom",17612,421.005902963888
"8047","511307",40336.6673611111,482.59,"United Kingdom",17612,421.005902963888
"8048","511308",40336.6701388889,308.67,"United Kingdom",17612,421.005902963888
"8049","511309",40336.6708333333,179.54,"United Kingdom",17612,421.005902963888
"8050","511310",40336.6722222222,112.86,"United Kingdom",17612,421.005902963888
"8051","511313",40336.6861111111,321.6,"United Kingdom",17612,421.005902963888
"8052","511314",40336.69375,156.3,"United Kingdom",17612,421.005902963888
"8053","511315",40336.7,181.5,"United Kingdom",17612,421.005902963888
"8054","511316",40336.7027777778,1511.76,"United Kingdom",17612,421.005902963888
"8055","511321",40336.7166666667,139.5,"United Kingdom",17612,421.005902963888
"8056","511322",40336.71875,464.1,"United Kingdom",17612,421.005902963888
"8057","511323",40336.73125,143.55,"United Kingdom",17612,421.005902963888
"8058","511324",40337.3590277778,31,"United Kingdom",17612,421.005902963888
"8059","511325",40337.3680555556,977.86,"United Kingdom",17612,421.005902963888
"8060","511326",40337.3798611111,252.3,"United Kingdom",17612,421.005902963888
"8061","511327",40337.3826388889,88.28,"United Kingdom",17612,421.005902963888
"8062","511328",40337.4208333333,1258.2,"United Kingdom",17612,421.005902963888
"8063","511329",40337.4277777778,484.79,"United Kingdom",17612,421.005902963888
"8064","511330",40337.4347222222,299.52,"United Kingdom",17612,421.005902963888
"8065","511331",40337.4361111111,597,"United Kingdom",17612,421.005902963888
"8066","511332",40337.4375,192.9,"United Kingdom",17612,421.005902963888
"8067","511334",40337.44375,119.9,"United Kingdom",17612,421.005902963888
"8068","511335",40337.4472222222,6007.68,"United Kingdom",17612,421.005902963888
"8069","511346",40337.4506944444,227.77,"United Kingdom",17612,421.005902963888
"8070","511356",40337.4569444444,248.62,"United Kingdom",17612,421.005902963888
"8071","511357",40337.4576388889,122.35,"United Kingdom",17612,421.005902963888
"8072","511362",40337.4680555556,617.35,"United Kingdom",17612,421.005902963888
"8073","511375",40337.4777777778,891.81,"United Kingdom",17612,421.005902963888
"8074","511401",40337.4847222222,343.45,"United Kingdom",17612,421.005902963888
"8075","511411",40337.4868055556,209,"United Kingdom",17612,421.005902963888
"8076","511432",40337.4916666667,165.3,"United Kingdom",17612,421.005902963888
"8077","511433",40337.4923611111,490.64,"United Kingdom",17612,421.005902963888
"8078","511434",40337.4930555556,181.97,"United Kingdom",17612,421.005902963888
"8079","511435",40337.49375,4588.62,"United Kingdom",17612,421.005902963888
"8080","511437",40337.5013888889,220.8,"United Kingdom",17612,421.005902963888
"8081","511438",40337.5055555556,203.97,"United Kingdom",17612,421.005902963888
"8082","511439",40337.5069444444,780,"United Kingdom",17612,421.005902963888
"8083","511440",40337.5069444444,97.5,"United Kingdom",17612,421.005902963888
"8084","511441",40337.5083333333,326.52,"United Kingdom",17612,421.005902963888
"8085","511442",40337.5111111111,327.2,"United Kingdom",17612,421.005902963888
"8086","511445",40337.51875,609.89,"United Kingdom",17612,421.005902963888
"8087","511446",40337.5194444444,215.76,"United Kingdom",17612,421.005902963888
"8088","511447",40337.5222222222,13.92,"United Kingdom",17612,421.005902963888
"8089","511448",40337.5229166667,24.4,"United Kingdom",17612,421.005902963888
"8090","511449",40337.5236111111,156.49,"United Kingdom",17612,421.005902963888
"8091","511450",40337.525,201,"United Kingdom",17612,421.005902963888
"8092","511451",40337.5284722222,120.05,"United Kingdom",17612,421.005902963888
"8093","511460",40337.5368055556,460.95,"Germany",347,583.271818443804
"8094","511461",40337.5375,456.05,"Germany",347,583.271818443804
"8095","511462",40337.5381944444,290,"Germany",347,583.271818443804
"8096","511463",40337.5381944444,571.35,"Germany",347,583.271818443804
"8097","511465",40337.5409722222,10200,"United Kingdom",17612,421.005902963888
"8098","511467",40337.5430555556,117.2,"United Kingdom",17612,421.005902963888
"8099","511466",40337.5430555556,311,"United Kingdom",17612,421.005902963888
"8100","511468",40337.5486111111,160.04,"United Kingdom",17612,421.005902963888
"8101","511469",40337.5493055556,308.69,"United Kingdom",17612,421.005902963888
"8102","511471",40337.5569444444,313,"United Kingdom",17612,421.005902963888
"8103","511473",40337.5576388889,491.69,"United Kingdom",17612,421.005902963888
"8104","511474",40337.5604166667,355.8,"United Kingdom",17612,421.005902963888
"8105","511475",40337.5666666667,105.8,"United Kingdom",17612,421.005902963888
"8106","511476",40337.5673611111,729.73,"United Kingdom",17612,421.005902963888
"8107","511478",40337.56875,183.5,"United Kingdom",17612,421.005902963888
"8108","511480",40337.5715277778,701.88,"United Kingdom",17612,421.005902963888
"8109","511481",40337.5833333333,591.74,"United Kingdom",17612,421.005902963888
"8110","511483",40337.5868055556,878.14,"United Kingdom",17612,421.005902963888
"8111","511484",40337.5902777778,124.77,"United Kingdom",17612,421.005902963888
"8112","511487",40337.5986111111,254.03,"United Kingdom",17612,421.005902963888
"8113","511488",40337.5986111111,965.04,"United Kingdom",17612,421.005902963888
"8114","511497",40337.6111111111,1603.71,"United Kingdom",17612,421.005902963888
"8115","511498",40337.6111111111,137.16,"United Kingdom",17612,421.005902963888
"8116","511499",40337.6118055556,60,"United Kingdom",17612,421.005902963888
"8117","511500",40337.6138888889,324.64,"United Kingdom",17612,421.005902963888
"8118","511501",40337.6194444444,406.04,"United Kingdom",17612,421.005902963888
"8119","511503",40337.63125,364.32,"United Kingdom",17612,421.005902963888
"8120","511504",40337.6319444444,176.1,"United Kingdom",17612,421.005902963888
"8121","511505",40337.6416666667,25.5,"United Kingdom",17612,421.005902963888
"8122","511512",40337.6604166667,196.35,"United Kingdom",17612,421.005902963888
"8123","511513",40337.6645833333,61.44,"United Kingdom",17612,421.005902963888
"8124","511514",40337.6708333333,1242.89,"United Kingdom",17612,421.005902963888
"8125","511515",40337.6770833333,110.46,"United Kingdom",17612,421.005902963888
"8126","511517",40337.6833333333,91.11,"United Kingdom",17612,421.005902963888
"8127","511520",40337.69375,849.45,"United Kingdom",17612,421.005902963888
"8128","511522",40337.6993055556,1859.64,"United Kingdom",17612,421.005902963888
"8129","511523",40337.7,297.57,"United Kingdom",17612,421.005902963888
"8130","511543",40337.7284722222,149.73,"United Kingdom",17612,421.005902963888
"8131","511545",40338.3347222222,1273.07,"United Kingdom",17612,421.005902963888
"8132","511546",40338.3618055556,177.78,"United Kingdom",17612,421.005902963888
"8133","511547",40338.3652777778,89.2,"France",236,619.55686440678
"8134","511548",40338.3784722222,412.28,"United Kingdom",17612,421.005902963888
"8135","511549",40338.3854166667,206.2,"Sweden",68,781.932205882353
"8136","511550",40338.3979166667,302.93,"United Kingdom",17612,421.005902963888
"8137","511551",40338.4027777778,356.7,"United Kingdom",17612,421.005902963888
"8138","511552",40338.4034722222,207.36,"United Kingdom",17612,421.005902963888
"8139","511553",40338.4041666667,254.4,"United Kingdom",17612,421.005902963888
"8140","511554",40338.4041666667,42.5,"United Kingdom",17612,421.005902963888
"8141","511555",40338.4166666667,164.18,"United Kingdom",17612,421.005902963888
"8142","511556",40338.4180555556,3330.52,"United Kingdom",17612,421.005902963888
"8143","511557",40338.4180555556,375.68,"United Kingdom",17612,421.005902963888
"8144","511558",40338.425,1708.86,"United Kingdom",17612,421.005902963888
"8145","511559",40338.4430555556,427.2,"United Kingdom",17612,421.005902963888
"8146","511564",40338.4451388889,121.48,"United Kingdom",17612,421.005902963888
"8147","511573",40338.4472222222,10.2,"United Kingdom",17612,421.005902963888
"8148","511585",40338.4527777778,307.9,"United Kingdom",17612,421.005902963888
"8149","511602",40338.4652777778,389.3,"United Kingdom",17612,421.005902963888
"8150","511610",40338.4743055556,538.8,"United Kingdom",17612,421.005902963888
"8151","511611",40338.4777777778,114.95,"United Kingdom",17612,421.005902963888
"8152","511612",40338.4888888889,435.1,"United Kingdom",17612,421.005902963888
"8153","511613",40338.5013888889,87.65,"United Kingdom",17612,421.005902963888
"8154","511614",40338.5041666667,330,"United Kingdom",17612,421.005902963888
"8155","511615",40338.5048611111,356.4,"United Kingdom",17612,421.005902963888
"8156","511616",40338.5076388889,414.27,"United Kingdom",17612,421.005902963888
"8157","511619",40338.5145833333,2.55,"United Kingdom",17612,421.005902963888
"8158","511620",40338.5173611111,178.5,"United Kingdom",17612,421.005902963888
"8159","511631",40338.5298611111,224.7,"United Kingdom",17612,421.005902963888
"8160","511633",40338.53125,39.75,"United Kingdom",17612,421.005902963888
"8161","511632",40338.53125,275.84,"United Kingdom",17612,421.005902963888
"8162","511634",40338.5381944444,8141.14,"United Kingdom",17612,421.005902963888
"8163","511635",40338.5416666667,337.91,"United Kingdom",17612,421.005902963888
"8164","511636",40338.5430555556,330,"United Kingdom",17612,421.005902963888
"8165","511637",40338.5444444444,474.07,"United Kingdom",17612,421.005902963888
"8166","511638",40338.5472222222,661.62,"United Kingdom",17612,421.005902963888
"8167","511639",40338.5520833333,149.46,"United Kingdom",17612,421.005902963888
"8168","511640",40338.5569444444,1352.96,"United Kingdom",17612,421.005902963888
"8169","511643",40338.5673611111,548.28,"United Kingdom",17612,421.005902963888
"8170","511650",40338.5805555556,475.5,"United Kingdom",17612,421.005902963888
"8171","511651",40338.58125,544.49,"United Kingdom",17612,421.005902963888
"8172","511652",40338.5826388889,303.65,"United Kingdom",17612,421.005902963888
"8173","511654",40338.5861111111,161.94,"United Kingdom",17612,421.005902963888
"8174","511655",40338.5895833333,235.68,"United Kingdom",17612,421.005902963888
"8175","511668",40338.6090277778,319.6,"United Kingdom",17612,421.005902963888
"8176","511669",40338.6118055556,293.96,"United Kingdom",17612,421.005902963888
"8177","511670",40338.6125,550.86,"United Kingdom",17612,421.005902963888
