"","Invoice","InvoiceDate","InvoiceTotal","Country"
"11745","520186",40414.5972222222,190.59,"United Kingdom"
"11746","520187",40414.5993055556,336.62,"United Kingdom"
"11747","520188",40414.6013888889,84.51,"United Kingdom"
"11748","520189",40414.6034722222,310.86,"EIRE"
"11749","520190",40414.6048611111,324.86,"United Kingdom"
"11750","520191",40414.6145833333,186,"United Kingdom"
"11751","520192",40414.6152777778,658.62,"United Kingdom"
"11752","520194",40414.6222222222,633.25,"United Kingdom"
"11753","520195",40414.6229166667,14,"United Kingdom"
"11754","520196",40414.6243055556,295.25,"United Kingdom"
"11755","520197",40414.6347222222,365.08,"United Kingdom"
"11756","520198",40414.6354166667,302.9,"United Kingdom"
"11757","520200",40414.6506944444,81.12,"United Kingdom"
"11758","520203",40414.6680555556,15,"Germany"
"11759","520204",40414.6722222222,458.2,"United Kingdom"
"11760","520206",40414.675,25.2,"United Kingdom"
"11761","520207",40414.6763888889,226.68,"United Kingdom"
"11762","520210",40414.7180555556,130.4,"United Kingdom"
"11763","520212",40414.7229166667,268.69,"United Kingdom"
"11764","520211",40414.7229166667,111.53,"United Kingdom"
"11765","520213",40414.7298611111,618.85,"United Kingdom"
"11766","520214",40415.3236111111,3963.76,"United Kingdom"
"11767","520215",40415.3979166667,276.43,"United Kingdom"
"11768","520216",40415.3986111111,32.7,"United Kingdom"
"11769","520217",40415.4006944444,319.22,"United Kingdom"
"11770","520218",40415.4020833333,378.58,"United Kingdom"
"11771","520220",40415.4055555556,289.63,"Germany"
"11772","520221",40415.4055555556,569.19,"United Kingdom"
"11773","520222",40415.4138888889,1311.9,"United Kingdom"
"11774","520223",40415.4145833333,17.7,"United Kingdom"
"11775","520225",40415.4222222222,289.71,"United Kingdom"
"11776","520226",40415.4277777778,126,"United Kingdom"
"11777","520228",40415.4319444444,1038.26,"United Kingdom"
"11778","520230",40415.4340277778,302.56,"United Kingdom"
"11779","520231",40415.4451388889,137.7,"United Kingdom"
"11780","520246",40415.4631944444,751.55,"France"
"11781","520291",40415.4819444444,484.35,"United Kingdom"
"11782","520312",40415.4861111111,1092.72,"United Kingdom"
"11783","520316",40415.4868055556,102,"United Kingdom"
"11784","520317",40415.4909722222,389.64,"United Kingdom"
"11785","520318",40415.4944444444,123.72,"United Kingdom"
"11786","520319",40415.4986111111,192.5,"United Kingdom"
"11787","520320",40415.5083333333,311.96,"United Kingdom"
"11788","520322",40415.5111111111,414.32,"United Kingdom"
"11789","520324",40415.5125,312.79,"United Kingdom"
"11790","520323",40415.5125,17.7,"United Kingdom"
"11791","520327",40415.5138888889,166.73,"United Kingdom"
"11792","520334",40415.5215277778,616.59,"United Kingdom"
"11793","520336",40415.5270833333,1231.21,"United Kingdom"
"11794","520337",40415.5291666667,908.16,"United Kingdom"
"11795","520339",40415.5298611111,460.45,"United Kingdom"
"11796","520340",40415.5381944444,389.72,"United Kingdom"
"11797","520342",40415.5430555556,408,"United Kingdom"
"11798","520343",40415.54375,362.88,"United Kingdom"
"11799","520344",40415.5451388889,903.16,"United Kingdom"
"11800","520345",40415.5451388889,95.7,"United Kingdom"
"11801","520346",40415.5472222222,420.96,"United Kingdom"
"11802","520347",40415.5486111111,420.3,"United Kingdom"
"11803","520349",40415.5569444444,458.67,"France"
"11804","520350",40415.5604166667,486.31,"United Kingdom"
"11805","520351",40415.5611111111,380.1,"Germany"
"11806","520352",40415.5618055556,176.94,"United Kingdom"
"11807","520353",40415.5618055556,221.95,"United Kingdom"
"11808","520354",40415.5631944444,167.4,"United Kingdom"
"11809","520356",40415.5645833333,7.95,"United Kingdom"
"11810","520357",40415.5652777778,135.3,"United Kingdom"
"11811","520359",40415.5666666667,439.78,"United Kingdom"
"11812","520361",40415.5722222222,226.58,"United Kingdom"
"11813","520362",40415.5736111111,228.23,"United Kingdom"
"11814","520364",40415.5958333333,207.37,"United Kingdom"
"11815","520367",40415.6069444444,158.28,"France"
"11816","520372",40415.6076388889,190.5,"United Kingdom"
"11817","520370",40415.6076388889,354.24,"United Kingdom"
"11818","520376",40415.6097222222,110.65,"United Kingdom"
"11819","520377",40415.6145833333,394.25,"United Kingdom"
"11820","520378",40415.6152777778,15,"United Kingdom"
"11821","520380",40415.6201388889,428.09,"United Kingdom"
"11822","520381",40415.6201388889,270.48,"United Kingdom"
"11823","520382",40415.6215277778,15,"United Kingdom"
"11824","520383",40415.6215277778,375.55,"United Kingdom"
"11825","520384",40415.6236111111,303.7,"United Kingdom"
"11826","520387",40415.6354166667,215.9,"United Kingdom"
"11827","520388",40415.6416666667,510.06,"United Kingdom"
"11828","520390",40415.6465277778,482.25,"United Kingdom"
"11829","520392",40415.6527777778,750.9,"United Kingdom"
"11830","520396",40415.6652777778,192.15,"United Kingdom"
"11831","520398",40415.6743055556,340.63,"United Kingdom"
"11832","520401",40415.7069444444,178.98,"United Kingdom"
"11833","520404",40415.7125,1702.3,"United Kingdom"
"11834","520405",40415.7270833333,773.87,"United Kingdom"
"11835","520406",40416.3909722222,3846.98,"United Kingdom"
"11836","520407",40416.3965277778,201.5,"United Kingdom"
"11837","520410",40416.3986111111,586.19,"United Kingdom"
"11838","520416",40416.4041666667,308.04,"United Kingdom"
"11839","520419",40416.4111111111,312.5,"United Kingdom"
"11840","520420",40416.4118055556,25.2,"United Kingdom"
"11841","520421",40416.4138888889,196.5,"United Kingdom"
"11842","520423",40416.4361111111,19.8,"United Kingdom"
"11843","520424",40416.4381944444,326.58,"United Kingdom"
"11844","520425",40416.4444444444,222.95,"United Kingdom"
"11845","520426",40416.4479166667,354.85,"United Kingdom"
"11846","520427",40416.45625,288.61,"United Kingdom"
"11847","520428",40416.4673611111,1051.88,"United Kingdom"
"11848","520484",40416.4881944444,868.14,"Channel Islands"
"11849","520485",40416.4958333333,10,"United Kingdom"
"11850","520493",40416.5020833333,75.6,"United Kingdom"
"11851","520494",40416.50625,699.8,"Germany"
"11852","520496",40416.5069444444,675.46,"United Kingdom"
"11853","520495",40416.5069444444,118.75,"United Kingdom"
"11854","520497",40416.5118055556,350.75,"United Kingdom"
"11855","520502",40416.5263888889,404.66,"United Kingdom"
"11856","520503",40416.5277777778,1300,"United Kingdom"
"11857","520504",40416.5298611111,2901,"United Kingdom"
"11858","520505",40416.5354166667,448.2,"United Kingdom"
"11859","520506",40416.5361111111,426.93,"EIRE"
"11860","520507",40416.5388888889,321.44,"United Kingdom"
"11861","520508",40416.5416666667,784.52,"United Kingdom"
"11862","520509",40416.5479166667,123.08,"United Kingdom"
"11863","520510",40416.5555555556,225.35,"United Kingdom"
"11864","520511",40416.5569444444,1573.5,"United Kingdom"
"11865","520512",40416.5576388889,483.49,"Netherlands"
"11866","520513",40416.5597222222,210.47,"United Kingdom"
"11867","520514",40416.5694444444,227.58,"United Kingdom"
"11868","520515",40416.5708333333,359.39,"United Kingdom"
"11869","520516",40416.5777777778,485.15,"United Kingdom"
"11870","520517",40416.5798611111,805.88,"United Kingdom"
"11871","520518",40416.5847222222,50.4,"United Kingdom"
"11872","520519",40416.5847222222,146.6,"United Kingdom"
"11873","520520",40416.5909722222,180.92,"Portugal"
"11874","520521",40416.5916666667,46.45,"United Kingdom"
"11875","520522",40416.5923611111,532.5,"United Kingdom"
"11876","520523",40416.5972222222,4.2,"United Kingdom"
"11877","520524",40416.6006944444,57.55,"United Kingdom"
"11878","520525",40416.6034722222,358.49,"United Kingdom"
"11879","520527",40416.6145833333,129.85,"United Kingdom"
"11880","520528",40416.6145833333,364.3,"United Kingdom"
"11881","520526",40416.6145833333,498.9,"United Kingdom"
"11882","520529",40416.6201388889,25,"Germany"
"11883","520530",40416.6270833333,164.78,"United Kingdom"
"11884","520532",40416.64375,239.94,"United Kingdom"
"11885","520534",40416.6520833333,233.21,"United Kingdom"
"11886","520535",40416.6541666667,459.08,"United Kingdom"
"11887","520536",40416.6555555556,527.44,"Poland"
"11888","520537",40416.6576388889,329.69,"United Kingdom"
"11889","520538",40416.6625,305.2,"United Kingdom"
"11890","520539",40416.6666666667,957.98,"United Kingdom"
"11891","520540",40416.6666666667,249.9,"United Kingdom"
"11892","520554",40416.6840277778,434.45,"United Kingdom"
"11893","520555",40416.6916666667,611.02,"United Kingdom"
"11894","520558",40416.6958333333,326.4,"United Kingdom"
"11895","520559",40416.6965277778,120.9,"United Kingdom"
"11896","520560",40416.6972222222,17.7,"United Kingdom"
"11897","520561",40416.6986111111,671.38,"United Kingdom"
"11898","520564",40416.7159722222,146.65,"United Kingdom"
"11899","520565",40416.7215277778,177.61,"United Kingdom"
"11900","520566",40416.7451388889,284.5,"United Kingdom"
"11901","520567",40416.7472222222,135.79,"United Kingdom"
"11902","520568",40416.7722222222,1022.66,"United Kingdom"
"11903","520569",40416.83125,254.4,"United Kingdom"
"11904","520570",40416.8381944444,385.83,"United Kingdom"
"11905","520572",40417.3993055556,385.3,"United Kingdom"
"11906","520575",40417.4201388889,60.6,"United Kingdom"
"11907","520577",40417.4326388889,14.85,"United Kingdom"
"11908","520582",40417.4430555556,327.53,"United Kingdom"
"11909","520584",40417.4444444444,494.88,"United Kingdom"
"11910","520585",40417.4465277778,303,"United Kingdom"
"11911","520600",40417.4930555556,204.82,"United Kingdom"
"11912","520601",40417.4965277778,306.9,"United Kingdom"
"11913","520602",40417.4979166667,357.11,"United Kingdom"
"11914","520612",40417.5013888889,310.6,"United Kingdom"
"11915","520614",40417.5027777778,138.7,"United Kingdom"
"11916","520626",40417.5125,238.47,"United Kingdom"
"11917","520654",40417.5222222222,453.06,"United Kingdom"
"11918","520663",40417.5347222222,2561.28,"United Kingdom"
"11919","520664",40417.5388888889,135.39,"United Kingdom"
"11920","520665",40417.5451388889,531.08,"United Kingdom"
"11921","520666",40417.5576388889,381.77,"United Kingdom"
"11922","520669",40417.5784722222,450.16,"United Kingdom"
"11923","520671",40417.5840277778,231.42,"United Kingdom"
"11924","520672",40417.5895833333,214.78,"United Kingdom"
"11925","520673",40417.5923611111,132.34,"United Kingdom"
"11926","520674",40417.5972222222,67.5,"United Kingdom"
"11927","520675",40417.5993055556,657.68,"United Kingdom"
"11928","520676",40417.60625,309.02,"United Kingdom"
"11929","520677",40417.6118055556,261.82,"United Kingdom"
"11930","520678",40417.6194444444,268.86,"United Kingdom"
"11931","520679",40417.6333333333,332.4,"United Kingdom"
"11932","520680",40417.6347222222,1868.56,"Malta"
"11933","520682",40417.6513888889,184.23,"United Kingdom"
"11934","520683",40417.6576388889,11.7,"United Kingdom"
"11935","520686",40417.6736111111,14.98,"United Kingdom"
"11936","520693",40419.4277777778,301.53,"United Kingdom"
"11937","520694",40419.4430555556,382.14,"United Kingdom"
"11938","520695",40419.4458333333,118,"United Kingdom"
"11939","520696",40419.4479166667,303.66,"United Kingdom"
"11940","520697",40419.4604166667,881.34,"United Kingdom"
"11941","520698",40419.46875,665.27,"United Kingdom"
"11942","520699",40419.4743055556,175.5,"United Kingdom"
"11943","520700",40419.4798611111,349.96,"United Kingdom"
"11944","520701",40419.4847222222,261.65,"United Kingdom"
"11945","520702",40419.4875,171.62,"United Kingdom"
"11946","520703",40419.4909722222,359.66,"United Kingdom"
"11947","520704",40419.5034722222,311.4,"United Kingdom"
"11948","520705",40419.5048611111,307.95,"United Kingdom"
"11949","520706",40419.5215277778,167.16,"United Kingdom"
"11950","520707",40419.5298611111,1963.53,"United Kingdom"
"11951","520709",40419.5368055556,190,"United Kingdom"
"11952","520708",40419.5368055556,279.3,"United Kingdom"
"11953","520710",40419.5493055556,304.95,"United Kingdom"
"11954","520711",40419.5659722222,165,"United Kingdom"
"11955","520712",40419.575,310.2,"United Kingdom"
"11956","520714",40419.5756944444,519.2,"United Kingdom"
"11957","520713",40419.5756944444,1121.22,"United Kingdom"
"11958","520715",40419.5819444444,455.32,"United Kingdom"
"11959","520716",40419.5854166667,19.95,"United Kingdom"
"11960","520717",40419.5923611111,941.8,"United Kingdom"
"11961","520718",40419.5972222222,263.14,"United Kingdom"
"11962","520719",40419.6041666667,119.01,"United Kingdom"
"11963","520720",40419.6083333333,138.38,"United Kingdom"
"11964","520721",40419.6083333333,423.2,"United Kingdom"
"11965","520722",40419.6138888889,196.34,"United Kingdom"
"11966","520723",40419.6166666667,71.6,"United Kingdom"
"11967","520724",40419.6298611111,199.9,"United Kingdom"
"11968","520726",40419.6548611111,219.18,"United Kingdom"
"11969","520727",40419.65625,361.84,"United Kingdom"
"11970","520728",40419.6576388889,577.64,"United Kingdom"
"11971","520729",40419.6604166667,104.16,"United Kingdom"
"11972","520730",40419.6625,609.24,"United Kingdom"
"11973","520731",40419.6645833333,27.69,"United Kingdom"
"11974","520732",40419.6673611111,171.15,"United Kingdom"
"11975","520733",40421.3444444444,581.01,"United Kingdom"
"11976","520734",40421.3631944444,36.48,"United Kingdom"
"11977","520737",40421.3965277778,298.8,"Denmark"
"11978","520736",40421.3965277778,2837.88,"United Kingdom"
"11979","520738",40421.4,386.74,"United Kingdom"
"11980","520740",40421.4243055556,241.2,"United Kingdom"
"11981","520742",40421.425,20.16,"United Kingdom"
"11982","520745",40421.4493055556,301.77,"United Kingdom"
"11983","520744",40421.4493055556,823.8,"United Kingdom"
"11984","520746",40421.4527777778,837.07,"EIRE"
"11985","520750",40421.4611111111,1868.56,"Malta"
"11986","520754",40421.4680555556,1334.78,"United Kingdom"
"11987","520815",40421.4861111111,132.31,"United Kingdom"
"11988","520819",40421.4951388889,592.43,"United Kingdom"
"11989","520820",40421.4965277778,31.2,"United Kingdom"
"11990","520821",40421.4986111111,147.09,"Netherlands"
"11991","520822",40421.5034722222,80.4,"United Kingdom"
"11992","520823",40421.5041666667,102,"United Kingdom"
"11993","520825",40421.5243055556,289.6,"United Kingdom"
"11994","520826",40421.5256944444,434.12,"United Kingdom"
"11995","520847",40421.5333333333,330.07,"United Kingdom"
"11996","520848",40421.5361111111,360.8,"Germany"
"11997","520849",40421.5395833333,301.65,"United Kingdom"
"11998","520850",40421.5409722222,307.18,"United Kingdom"
"11999","520854",40421.5541666667,25.2,"United Kingdom"
"12000","520855",40421.5569444444,78.47,"United Kingdom"
"12001","520856",40421.5597222222,248.13,"United Kingdom"
"12002","520857",40421.5701388889,282.05,"United Kingdom"
"12003","520858",40421.5708333333,139.23,"United Kingdom"
"12004","520859",40421.5770833333,148.6,"United Kingdom"
"12005","520861",40421.58125,161.35,"United Kingdom"
"12006","520860",40421.58125,794.08,"Spain"
"12007","520865",40421.5993055556,216.05,"United Kingdom"
"12008","520870",40421.6111111111,294.84,"United Kingdom"
"12009","520871",40421.6180555556,686.37,"United Kingdom"
"12010","520872",40421.6208333333,1136.84,"Belgium"
"12011","520873",40421.6270833333,404.35,"United Kingdom"
"12012","520874",40421.6291666667,874.89,"United Kingdom"
"12013","520875",40421.6368055556,682.82,"United Kingdom"
"12014","520876",40421.6395833333,99,"France"
"12015","520877",40421.6444444444,264.29,"United Kingdom"
"12016","520879",40421.6506944444,1339.6,"United Kingdom"
"12017","520880",40421.6569444444,459.03,"United Kingdom"
"12018","520881",40421.6576388889,15,"United Kingdom"
"12019","520882",40421.6604166667,111.9,"United Kingdom"
"12020","520883",40421.6680555556,310.6,"EIRE"
"12021","520884",40421.6743055556,179.88,"United Kingdom"
"12022","520885",40421.68125,408.75,"United Kingdom"
"12023","520886",40421.6819444444,15.9,"United Kingdom"
"12024","520892",40421.7256944444,152.02,"France"
"12025","520894",40421.7298611111,285.5,"United Kingdom"
"12026","520893",40421.7298611111,154.99,"United Kingdom"
"12027","520895",40421.7340277778,27.6,"United Kingdom"
"12028","520896",40421.7354166667,189.05,"United Kingdom"
"12029","520899",40422.3923611111,446.98,"Germany"
"12030","520900",40422.3965277778,433.37,"United Kingdom"
"12031","520901",40422.3979166667,48.6,"United Kingdom"
"12032","520902",40422.4243055556,204.4,"United Kingdom"
"12033","520903",40422.4256944444,373.75,"United Kingdom"
"12034","520904",40422.4270833333,114.35,"United Kingdom"
"12035","520906",40422.4375,3271.98,"United Kingdom"
"12036","520947",40422.4493055556,757.95,"Netherlands"
"12037","520948",40422.4618055556,5827.84,"Netherlands"
"12038","520949",40422.4736111111,390.35,"United Kingdom"
"12039","520950",40422.4743055556,528.94,"Germany"
"12040","520952",40422.4881944444,123.6,"United Kingdom"
"12041","520953",40422.4923611111,84,"United Kingdom"
"12042","520954",40422.4944444444,92.4,"United Kingdom"
"12043","520955",40422.5,309.82,"United Kingdom"
"12044","520960",40422.5076388889,270.79,"United Kingdom"
"12045","520966",40422.5138888889,590.65,"Unspecified"
"12046","520968",40422.5145833333,871.88,"United Kingdom"
"12047","520972",40422.5263888889,410.34,"Cyprus"
"12048","520973",40422.53125,493.25,"United Kingdom"
"12049","520974",40422.5354166667,139.8,"United Kingdom"
"12050","520987",40422.5458333333,639.01,"United Kingdom"
"12051","520989",40422.55,1362.9,"United Kingdom"
"12052","520990",40422.55625,113.88,"United Kingdom"
"12053","520999",40422.56875,186.15,"United Kingdom"
"12054","521001",40422.5722222222,176.9,"United Kingdom"
"12055","521002",40422.58125,302.75,"United Kingdom"
"12056","521003",40422.5819444444,54.08,"United Kingdom"
"12057","521004",40422.5826388889,97.5,"United Kingdom"
"12058","521006",40422.5972222222,343.42,"United Kingdom"
"12059","521010",40422.6090277778,152.97,"United Kingdom"
"12060","521012",40422.6194444444,15.6,"United Kingdom"
"12061","521014",40422.6215277778,285.76,"United Kingdom"
"12062","521019",40422.6305555556,309.8,"United Kingdom"
"12063","521026",40422.6472222222,224.4,"United Kingdom"
"12064","521027",40422.6590277778,138.45,"United Kingdom"
"12065","521030",40422.71875,198.4,"United Kingdom"
"12066","521032",40423.3375,232,"United Kingdom"
"12067","521033",40423.3388888889,152.64,"United Kingdom"
"12068","521034",40423.3625,401.12,"United Kingdom"
"12069","521035",40423.3729166667,714.06,"United Kingdom"
"12070","521036",40423.3777777778,547.09,"United Kingdom"
"12071","521038",40423.3847222222,1055.75,"France"
"12072","521037",40423.3847222222,99,"France"
"12073","521040",40423.39375,103,"Germany"
"12074","521043",40423.4034722222,330.06,"United Kingdom"
"12075","521044",40423.4194444444,347.38,"United Kingdom"
"12076","521057",40423.4291666667,235.44,"United Kingdom"
"12077","521071",40423.4340277778,202.1,"United Kingdom"
"12078","521097",40423.4423611111,1055.75,"France"
"12079","521111",40423.4465277778,162,"France"
"12080","521112",40423.4493055556,5023.92,"Netherlands"
"12081","521114",40423.4777777778,283.05,"United Kingdom"
"12082","521115",40423.4791666667,783.84,"EIRE"
"12083","521116",40423.4819444444,360.6,"United Kingdom"
"12084","521117",40423.4840277778,330.46,"United Kingdom"
"12085","521118",40423.4895833333,311,"United Kingdom"
"12086","521119",40423.4895833333,195.35,"United Kingdom"
"12087","521120",40423.4958333333,300.78,"United Kingdom"
"12088","521121",40423.5027777778,47.25,"United Kingdom"
"12089","521122",40423.5055555556,340.65,"United Kingdom"
"12090","521123",40423.5083333333,6.75,"United Kingdom"
"12091","521124",40423.5111111111,1231.15,"United Kingdom"
"12092","521125",40423.5152777778,115.5,"United Kingdom"
"12093","521126",40423.5152777778,130,"Austria"
"12094","521127",40423.5180555556,30.6,"United Kingdom"
"12095","521128",40423.5243055556,322.68,"United Kingdom"
"12096","521129",40423.525,391.25,"United Kingdom"
"12097","521130",40423.5305555556,231.85,"United Kingdom"
"12098","521132",40423.5368055556,196.27,"United Kingdom"
"12099","521148",40423.5604166667,434.98,"United Kingdom"
"12100","521149",40423.5618055556,449.68,"United Kingdom"
"12101","521150",40423.5645833333,776.02,"United Kingdom"
"12102","521151",40423.5666666667,35.4,"United Kingdom"
"12103","521152",40423.5680555556,229.65,"United Kingdom"
"12104","521153",40423.5694444444,15,"United Kingdom"
"12105","521154",40423.5708333333,130,"Austria"
"12106","521156",40423.5736111111,25.5,"United Kingdom"
"12107","521157",40423.5743055556,130,"Austria"
"12108","521159",40423.58125,383.75,"United Kingdom"
"12109","521160",40423.5916666667,406.92,"United Kingdom"
"12110","521161",40423.5979166667,130.2,"Netherlands"
"12111","521162",40423.5986111111,861.3,"France"
"12112","521163",40423.6006944444,291.13,"United Kingdom"
"12113","521165",40423.6152777778,140.99,"United Kingdom"
"12114","521166",40423.6194444444,255.12,"United Kingdom"
"12115","521167",40423.6277777778,226.28,"United Kingdom"
"12116","521168",40423.6284722222,477.85,"United Kingdom"
"12117","521170",40423.63125,515.4,"United Kingdom"
"12118","521172",40423.6493055556,1389.31,"Switzerland"
"12119","521173",40423.6506944444,245.3,"United Kingdom"
"12120","521174",40423.6513888889,93.78,"Switzerland"
"12121","521175",40423.6597222222,34.85,"United Kingdom"
"12122","521176",40423.6604166667,288.38,"United Kingdom"
"12123","521177",40423.6611111111,35.7,"United Kingdom"
"12124","521178",40423.6652777778,146.6,"United Kingdom"
"12125","521179",40423.6666666667,89.46,"United Kingdom"
"12126","521180",40423.6673611111,362.85,"United Kingdom"
"12127","521181",40423.6715277778,330,"United Kingdom"
"12128","521182",40423.6763888889,2578.14,"United Kingdom"
"12129","521183",40423.6798611111,330,"United Kingdom"
"12130","521184",40423.6805555556,660,"United Kingdom"
"12131","521185",40423.6895833333,303.89,"United Kingdom"
"12132","521186",40423.69375,104.1,"United Kingdom"
"12133","521187",40423.6944444444,56.7,"United Kingdom"
"12134","521189",40423.6993055556,308.43,"United Kingdom"
"12135","521188",40423.6993055556,127.7,"United Kingdom"
"12136","521192",40423.7048611111,33,"United Kingdom"
"12137","521193",40423.7048611111,312.42,"United Kingdom"
"12138","521194",40423.7111111111,75.9,"United Kingdom"
"12139","521195",40423.7201388889,214.44,"United Kingdom"
"12140","521196",40423.7215277778,145.1,"United Kingdom"
"12141","521197",40423.7277777778,71.95,"United Kingdom"
"12142","521199",40423.7333333333,115.45,"United Kingdom"
"12143","521200",40423.7395833333,630.48,"United Kingdom"
"12144","521203",40423.7527777778,127,"Australia"
"12145","521204",40423.7590277778,400.65,"United Kingdom"
"12146","521206",40423.7652777778,381,"United Kingdom"
"12147","521205",40423.7652777778,133.15,"United Kingdom"
"12148","521207",40423.7666666667,108.58,"United Kingdom"
"12149","521208",40423.7722222222,465.78,"United Kingdom"
"12150","521209",40423.8034722222,262.6,"United Kingdom"
"12151","521210",40423.8041666667,76.32,"United Kingdom"
"12152","521211",40423.8048611111,259.2,"United Kingdom"
"12153","521213",40424.3847222222,342.09,"United Kingdom"
"12154","521214",40424.39375,607.74,"France"
"12155","521215",40424.3965277778,147.96,"United Kingdom"
"12156","521217",40424.4104166667,671.96,"United Kingdom"
"12157","521219",40424.4256944444,1565.52,"United Kingdom"
"12158","521220",40424.4333333333,189.65,"Portugal"
"12159","521221",40424.4381944444,249.6,"United Kingdom"
"12160","521222",40424.44375,277.15,"United Kingdom"
"12161","521223",40424.4465277778,189.3,"United Kingdom"
"12162","521225",40424.45,1260,"United Kingdom"
"12163","521226",40424.4506944444,239.06,"United Kingdom"
"12164","521227",40424.4527777778,39.95,"United Kingdom"
"12165","521244",40424.4743055556,1723.08,"United Kingdom"
"12166","521250",40424.4756944444,958.88,"United Kingdom"
"12167","521254",40424.4763888889,405.6,"United Kingdom"
"12168","521268",40424.4791666667,136.5,"United Kingdom"
"12169","521269",40424.4798611111,804.6,"United Kingdom"
"12170","521287",40424.4854166667,582.64,"United Kingdom"
"12171","521284",40424.4854166667,433.85,"United Kingdom"
"12172","521293",40424.4868055556,53.1,"United Kingdom"
"12173","521294",40424.4875,320.78,"United Kingdom"
"12174","521307",40424.4923611111,480.7,"United Kingdom"
"12175","521312",40424.4958333333,195,"United Kingdom"
"12176","521313",40424.4965277778,1980,"United Kingdom"
"12177","521314",40424.4993055556,788.4,"United Kingdom"
"12178","521315",40424.5006944444,5293.92,"United Kingdom"
"12179","521316",40424.5027777778,479.4,"United Kingdom"
"12180","521317",40424.5041666667,491.01,"United Kingdom"
"12181","521318",40424.5041666667,1515.02,"United Kingdom"
"12182","521319",40424.5055555556,404.3,"United Kingdom"
"12183","521324",40424.5145833333,123.75,"United Kingdom"
"12184","521325",40424.5152777778,1161.6,"United Kingdom"
"12185","521326",40424.5152777778,23.4,"United Kingdom"
"12186","521327",40424.5159722222,200.4,"United Kingdom"
"12187","521328",40424.5229166667,318.65,"United Kingdom"
"12188","521329",40424.5305555556,493.86,"United Kingdom"
"12189","521339",40424.5361111111,3752.4,"United Kingdom"
"12190","521340",40424.5458333333,54.2,"United Kingdom"
"12191","521341",40424.5493055556,290.69,"Austria"
"12192","521342",40424.5506944444,634.35,"United Kingdom"
"12193","521343",40424.5541666667,577.08,"France"
"12194","521344",40424.5729166667,638.09,"United Kingdom"
"12195","521345",40424.5847222222,136.31,"United Kingdom"
"12196","521349",40424.5986111111,317.41,"United Kingdom"
"12197","521350",40424.6027777778,532.9,"United Kingdom"
"12198","521351",40424.6104166667,5.85,"United Kingdom"
"12199","521352",40424.6111111111,676.22,"United Kingdom"
"12200","521353",40424.6118055556,175.98,"United Kingdom"
"12201","521354",40424.6381944444,114,"Belgium"
"12202","521356",40424.6576388889,184.8,"United Kingdom"
"12203","521358",40424.675,17.4,"United Kingdom"
"12204","521360",40424.71875,148.71,"United Kingdom"
"12205","521361",40424.7243055556,1240.8,"United Kingdom"
"12206","521362",40424.725,130,"United Kingdom"
"12207","521363",40426.4208333333,655,"United Kingdom"
"12208","521364",40426.4381944444,311.88,"United Kingdom"
"12209","521365",40426.4472222222,1102.59,"EIRE"
"12210","521366",40426.4541666667,245.56,"United Kingdom"
"12211","521367",40426.4611111111,306.36,"United Kingdom"
"12212","521368",40426.4673611111,254,"United Kingdom"
"12213","521369",40426.4680555556,233.52,"United Kingdom"
"12214","521370",40426.4694444444,78.9,"United Kingdom"
"12215","521371",40426.48125,120,"United Kingdom"
"12216","521372",40426.4875,127.05,"Cyprus"
"12217","521373",40426.4909722222,170.3,"France"
"12218","521374",40426.4979166667,156.5,"United Kingdom"
"12219","521375",40426.4986111111,619.14,"Germany"
"12220","521376",40426.4993055556,618.04,"United Kingdom"
"12221","521377",40426.5006944444,186,"United Kingdom"
"12222","521378",40426.5034722222,246.96,"United Kingdom"
"12223","521379",40426.5152777778,138.15,"United Kingdom"
"12224","521380",40426.5215277778,219.7,"United Kingdom"
"12225","521381",40426.5229166667,427.32,"United Kingdom"
"12226","521383",40426.5305555556,222.47,"United Kingdom"
"12227","521384",40426.5361111111,510.96,"United Kingdom"
"12228","521385",40426.5381944444,340.6,"United Kingdom"
"12229","521386",40426.5465277778,177.8,"United Kingdom"
"12230","521387",40426.5472222222,475.58,"United Kingdom"
"12231","521388",40426.5701388889,195,"United Kingdom"
"12232","521389",40426.5840277778,543.47,"United Kingdom"
"12233","521390",40426.5854166667,688.67,"United Kingdom"
"12234","521391",40426.5923611111,376.92,"United Kingdom"
"12235","521392",40426.6111111111,530.57,"United Kingdom"
"12236","521393",40426.64375,1071.91,"United Kingdom"
"12237","521394",40426.6472222222,158.02,"United Kingdom"
"12238","521395",40426.6576388889,135.17,"United Kingdom"
"12239","521396",40426.6673611111,80.23,"United Kingdom"
"12240","521397",40426.6680555556,270.84,"United Kingdom"
"12241","521398",40426.6736111111,394.47,"United Kingdom"
"12242","521399",40427.3972222222,230.4,"United Kingdom"
"12243","521400",40427.4118055556,1188,"United Kingdom"
"12244","521401",40427.4236111111,468,"Germany"
"12245","521402",40427.4270833333,239.3,"Singapore"
"12246","521403",40427.4298611111,2382.92,"Singapore"
"12247","521404",40427.4333333333,162.6,"Singapore"
"12248","521405",40427.4423611111,231.76,"United Kingdom"
"12249","521406",40427.4458333333,979,"United Kingdom"
"12250","521407",40427.4631944444,39.79,"United Kingdom"
"12251","521426",40427.4729166667,434.02,"France"
"12252","521430",40427.4736111111,2204.76,"Sweden"
"12253","521441",40427.4777777778,114.98,"United Kingdom"
"12254","521450",40427.4805555556,750.9,"Channel Islands"
